,Neutroticism,Extraversion,Openness,Agreeableness,Conscientiousness,Novelty Seeking,Harm avoidance,Reward dependence,Persistence,Self-directedness,Cooperativeness,Self-transcendence,Primary Trait Dimensions,Folk Scales,Special Purpose Scales,Honesty-Humility,Emotionality,eXtraversion,Agreeableness,Concienciousness,Openness to Experience,Scales,Extraversion,Agreeableness,Independence,Openness to Experince,Methodicalness,Industriousness,Adjustment,Ambition,Sociability,Interpersonal Sensitivity,Prudence,Learning Approach
1776,32,35,63,60,55,46,53,24,57,48,54,19,39,54,57,60,22,23,80,55,74,42,22,74,78,77,62,55,69,44,35,51,58,83
1777,69,30,64,40,53,44,65,25,52,39,25,17,50,41,36,31,36,15,25,53,74,45,29,23,57,81,64,51,43,46,31,21,56,89
1778,37,60,67,62,44,61,44,52,44,41,52,29,43,55,54,32,45,51,69,49,72,51,50,62,36,69,60,29,64,51,64,66,51,62
1779,75,62,91,49,62,69,58,64,64,32,48,57,61,43,33,22,53,54,48,65,93,63,53,41,44,90,73,51,35,51,53,67,33,95
1780,48,18,70,64,33,43,72,33,26,42,57,32,33,48,51,76,45,8,63,31,68,42,9,51,65,79,40,27,61,22,30,50,50,66
1781,68,43,68,49,60,49,61,37,68,37,52,40,63,47,40,63,55,44,38,61,79,56,46,38,39,87,68,70,29,46,49,49,53,71
1782,68,69,58,40,51,73,41,38,70,35,52,70,61,47,39,15,40,70,41,54,80,56,73,24,70,66,46,52,39,60,62,62,28,73
1783,57,59,78,74,48,67,54,64,42,51,78,69,51,58,51,49,65,63,45,44,86,62,62,40,33,81,40,42,40,62,55,81,39,80
1784,50,66,81,61,53,51,39,57,47,57,63,73,54,57,56,46,51,62,48,51,83,58,62,48,40,90,61,36,60,55,73,66,36,76
1785,68,59,70,49,47,62,55,61,47,43,50,58,52,48,42,39,63,56,24,45,60,61,60,29,29,72,49,40,30,55,68,43,37,72
1786,37,57,72,56,29,55,35,55,27,59,57,56,38,61,57,42,38,62,52,24,73,50,52,49,54,73,34,23,62,56,63,71,33,76
1787,71,40,67,73,71,30,74,51,79,49,72,53,54,48,45,77,72,33,57,76,73,54,21,39,53,67,77,76,29,41,32,67,63,69
1788,68,26,55,49,55,18,69,13,58,25,43,31,49,41,32,60,25,18,65,60,68,41,7,37,90,63,80,63,25,31,22,33,47,98
1789,83,65,72,29,23,85,60,53,48,22,45,88,61,38,29,8,59,68,10,18,68,56,74,15,55,64,19,24,8,51,68,54,14,79
1790,14,53,79,77,71,37,33,53,53,81,76,47,40,76,77,77,38,57,78,70,76,58,41,79,54,86,68,52,79,73,45,72,56,73
1791,30,34,48,57,40,64,49,23,42,52,49,22,37,47,54,52,38,18,64,40,52,35,19,61,74,54,48,48,73,36,32,45,39,51
1792,58,49,60,58,47,66,61,37,59,37,60,60,54,40,38,49,53,35,60,49,59,50,36,50,45,72,50,47,47,41,51,61,50,66
1793,70,28,56,64,56,33,77,52,40,37,60,42,49,42,34,77,65,29,60,63,55,47,21,47,47,72,67,49,32,24,27,60,58,60
1794,80,44,66,37,12,82,76,28,24,23,46,38,50,39,28,33,59,41,39,13,75,46,52,30,47,55,19,19,26,34,65,51,32,59
1795,36,41,68,74,64,47,49,47,64,55,67,58,49,54,62,59,48,33,77,71,76,55,33,63,46,77,72,58,72,48,41,68,60,63
1796,9,49,63,71,58,56,31,53,38,67,64,30,33,72,70,68,30,59,82,67,70,46,36,69,74,74,73,42,81,56,49,61,47,85
1797,56,58,66,55,48,65,50,49,57,45,55,65,51,44,46,49,53,49,48,53,64,54,50,44,50,61,50,47,48,41,67,58,43,55
1798,56,44,71,50,69,40,68,38,73,46,49,38,60,48,50,58,57,34,31,72,79,52,45,39,47,72,76,67,36,54,42,46,52,70
1799,53,72,75,35,55,61,34,48,67,45,41,54,55,53,45,30,41,76,28,58,81,57,71,24,49,84,62,49,37,58,81,55,34,65
1800,61,34,61,52,60,43,69,34,69,41,49,79,54,34,35,72,42,22,21,72,62,49,14,12,63,64,66,55,36,35,34,40,54,68
1801,91,54,64,59,52,60,74,64,48,24,71,84,62,28,22,44,71,44,58,60,58,59,52,37,27,69,57,32,20,30,67,76,45,45
1802,57,45,80,71,52,28,60,73,43,52,60,64,48,55,45,92,83,60,73,54,84,69,44,65,23,83,71,40,43,34,43,71,62,72
1803,40,45,57,75,44,37,54,55,42,62,73,68,53,56,59,68,53,42,78,40,69,53,53,72,53,57,52,44,65,54,39,67,57,73
1804,58,27,67,83,37,36,63,44,42,43,70,21,42,54,39,88,52,29,75,42,70,51,18,61,50,77,59,44,54,32,38,57,66,79
1805,59,37,81,78,59,35,69,52,37,53,75,79,55,43,41,85,60,25,77,64,80,53,22,59,65,82,78,39,49,41,38,65,52,71
1806,32,61,54,63,78,24,41,62,69,67,59,42,54,68,66,43,44,64,58,84,58,51,66,58,60,47,91,72,79,73,55,70,69,85
1807,32,68,72,40,52,60,25,48,51,59,46,37,49,62,64,35,32,72,48,49,73,53,72,44,49,70,45,40,65,71,69,55,39,59
1808,58,45,71,48,56,45,55,47,55,45,43,41,56,56,46,33,59,39,21,51,71,53,44,20,50,68,61,44,40,58,37,41,49,86
1809,35,63,62,46,44,68,34,44,63,54,47,57,52,55,59,33,41,63,53,42,61,53,60,50,52,65,42,47,70,64,67,56,41,48
1810,59,33,62,53,44,60,65,37,52,39,45,36,44,45,47,52,51,34,44,48,69,44,29,39,59,69,37,58,43,41,37,46,45,62
1811,79,30,67,58,48,46,84,32,45,28,41,47,53,30,27,51,67,17,28,61,78,47,23,31,46,81,72,31,27,33,34,37,43,64
1812,56,42,76,51,67,57,61,38,62,38,47,41,51,47,48,56,47,40,32,73,82,54,32,27,47,83,65,51,31,51,41,38,40,85
1813,86,42,82,38,34,68,87,39,44,13,48,84,62,38,30,7,73,37,22,37,92,51,46,27,49,83,45,27,26,31,55,45,23,72
1814,48,62,75,56,57,64,40,54,65,55,51,53,51,59,52,42,46,65,48,62,74,58,59,37,52,83,50,51,48,62,60,61,39,74
1815,29,52,55,75,79,36,43,45,68,67,63,24,43,61,73,68,35,37,59,79,55,50,39,58,47,59,80,64,79,61,34,64,67,77
1816,85,28,72,20,24,70,73,17,38,17,17,27,46,30,22,20,39,22,7,24,76,45,26,7,67,87,31,34,14,20,44,5,24,81
1817,67,51,81,64,53,38,67,51,46,45,51,44,54,48,41,50,74,41,67,52,81,58,47,54,32,79,67,43,42,44,53,58,51,77
1818,82,51,66,57,26,53,75,62,32,22,53,56,54,42,23,51,84,43,47,27,59,55,53,40,26,51,35,37,26,31,61,66,50,71
1819,55,62,73,57,62,51,46,64,68,49,57,42,57,57,52,46,53,68,39,64,72,57,62,35,37,71,61,55,47,63,65,64,51,74
1820,82,32,77,46,19,72,74,40,37,27,49,57,49,39,26,34,60,36,28,24,83,50,42,22,64,75,27,40,26,24,48,53,33,69
1821,57,49,64,65,25,74,53,54,26,42,63,51,38,46,34,51,43,47,69,25,54,45,42,59,60,60,27,30,49,35,60,71,42,60
1822,57,40,59,67,72,41,57,34,64,59,54,55,48,52,43,67,50,33,60,82,52,47,27,48,62,53,86,63,46,44,37,59,59,60
1823,55,44,76,64,47,56,54,46,47,40,55,63,48,44,38,46,51,47,55,55,78,54,31,56,45,82,56,45,50,36,47,67,48,72
1824,50,75,78,59,66,49,43,71,53,54,68,42,58,64,58,41,65,83,35,73,74,59,87,35,27,84,78,52,54,72,88,82,48,51
1825,4,77,85,85,72,33,6,55,65,88,92,63,44,88,89,85,26,85,98,65,95,67,60,93,40,97,77,57,94,72,72,90,61,89
1826,67,47,70,55,43,60,62,53,47,46,53,71,48,48,42,48,57,45,48,48,78,61,41,37,47,76,47,39,36,43,53,51,48,57
1827,55,33,55,50,43,46,68,27,36,39,37,42,45,45,41,40,49,28,47,49,60,41,22,40,61,64,59,37,49,30,35,36,41,67
1828,45,58,64,52,19,52,52,67,23,39,46,53,44,51,44,44,52,67,29,12,57,46,59,44,18,42,21,22,51,36,59,55,34,42
1829,57,38,47,45,56,38,65,29,59,43,37,42,55,48,46,48,47,29,47,58,59,42,32,35,70,52,65,56,49,39,40,38,51,66
1830,80,63,68,34,28,95,58,46,58,36,25,28,50,46,43,15,55,57,22,27,76,58,66,28,29,87,20,48,28,51,85,43,31,68
1831,93,10,62,53,22,37,95,39,20,17,39,31,46,22,20,79,68,0,36,29,51,41,4,40,53,41,44,39,17,7,6,30,45,53
1832,10,98,61,37,80,72,0,63,82,77,23,28,56,75,82,2,34,99,43,73,73,56,99,49,38,77,74,63,88,100,92,57,41,79
1833,57,61,75,24,55,72,53,37,59,45,27,55,58,41,39,5,44,56,29,58,64,50,63,17,60,73,50,41,28,59,64,50,27,70
1834,52,31,71,56,31,40,72,38,29,45,51,39,48,42,46,71,65,17,45,26,70,44,21,47,30,57,46,30,45,35,39,50,41,42
1835,51,58,70,90,53,38,53,39,47,55,87,62,53,50,61,90,55,33,81,65,69,59,35,70,62,78,67,33,67,53,59,70,57,54
1836,45,52,74,70,81,37,53,46,78,61,67,68,53,56,55,67,50,39,60,79,79,60,37,47,67,80,81,64,53,60,32,63,57,80
1837,32,75,73,76,61,57,25,62,50,68,76,46,46,67,67,61,34,76,69,56,59,57,65,58,57,69,62,43,76,69,64,83,42,81
1838,32,52,78,58,47,55,48,43,30,60,65,55,44,59,64,49,34,42,53,44,88,53,47,63,67,90,55,23,66,53,62,61,39,83
1839,13,70,77,83,75,46,17,62,78,79,76,61,50,66,75,72,38,53,85,75,67,60,51,78,29,89,72,69,89,61,65,85,62,85
1840,44,21,82,71,63,29,71,44,53,54,65,47,44,51,56,77,54,16,78,72,84,54,13,64,47,80,70,56,56,37,26,53,66,72
1841,40,47,65,37,41,59,38,31,35,61,33,24,44,46,52,28,22,36,28,44,81,44,28,27,71,87,54,36,58,54,55,37,30,55
1842,57,35,72,65,40,57,61,40,28,49,50,51,40,54,45,56,60,38,27,43,84,49,22,33,51,66,52,27,47,41,47,51,48,31
1843,65,48,74,50,56,47,63,44,54,44,52,51,55,56,47,55,64,52,34,58,79,56,44,33,49,76,62,49,37,50,51,53,42,84
1844,56,57,77,72,49,59,49,63,52,47,67,54,50,56,50,65,63,54,46,48,76,57,48,47,35,77,52,48,48,50,58,73,46,54
1845,43,74,87,64,65,50,34,71,70,64,63,47,56,75,66,63,60,82,47,58,92,66,77,51,43,97,59,60,56,72,75,71,50,73
1846,52,53,72,57,78,47,47,38,77,59,52,41,58,55,58,59,48,48,32,83,83,57,49,30,67,89,85,67,46,63,54,55,46,82
1847,71,40,77,59,61,55,68,14,66,31,61,57,47,37,34,61,32,25,50,62,95,46,16,29,89,90,70,58,29,43,38,46,34,82
1848,70,43,72,58,51,44,71,29,55,49,47,58,55,43,40,56,64,36,50,50,87,52,38,43,70,72,56,50,39,50,31,51,35,75
1849,83,30,83,59,71,42,78,36,72,26,53,46,61,40,39,71,64,28,53,79,87,54,33,45,57,75,81,73,29,41,28,49,57,67
1850,74,15,55,64,45,25,84,37,39,33,50,35,50,35,32,78,65,6,57,47,49,42,10,45,59,53,63,52,35,20,19,39,57,66
1851,69,41,78,61,44,43,54,33,45,43,62,57,58,50,38,72,52,44,38,50,82,51,40,30,68,88,64,38,38,45,48,53,34,57
1852,66,30,70,76,78,23,71,38,72,44,60,42,54,43,47,86,59,19,65,87,76,55,19,52,46,74,82,77,38,27,31,51,76,72
1853,62,57,54,33,38,73,45,42,38,39,29,39,50,43,39,24,40,58,18,43,46,38,58,19,74,42,38,26,40,50,55,43,29,41
1854,81,43,69,58,57,43,83,49,45,31,58,69,58,31,28,69,80,28,40,67,70,55,39,28,41,71,67,39,23,31,44,57,46,60
1855,82,21,79,51,18,66,75,42,24,26,51,44,46,33,16,56,48,35,48,27,82,49,18,41,64,77,31,34,20,16,31,45,30,55
1856,57,34,57,68,42,36,67,52,30,37,64,56,46,47,39,66,53,30,51,48,68,45,16,47,51,78,71,40,45,28,41,57,53,66
1857,36,48,70,74,63,43,45,40,53,51,71,52,46,53,56,63,39,35,58,70,78,51,26,49,58,77,72,53,70,51,32,63,54,67
1858,52,64,61,40,54,66,42,59,76,52,47,62,56,55,56,25,56,57,40,55,68,57,60,25,43,77,43,58,47,72,59,53,40,75
1859,76,60,83,71,50,53,61,83,61,44,66,68,57,50,41,63,74,57,54,54,92,66,54,38,25,92,49,49,39,43,59,77,53,80
1860,89,23,65,43,49,40,91,43,62,29,47,58,59,31,23,62,80,11,13,54,63,44,25,21,62,53,67,63,16,28,27,49,40,83
1861,59,70,86,66,49,60,43,80,59,44,63,63,57,57,46,50,65,78,65,54,83,64,63,54,30,80,52,44,52,44,83,81,54,83
1862,66,39,68,44,38,63,56,59,43,44,57,51,52,50,38,40,58,42,68,37,54,56,45,48,25,65,41,35,49,42,51,62,43,80
1863,69,25,63,41,52,34,79,32,63,32,31,26,52,38,34,63,59,17,26,56,63,40,9,32,52,53,57,68,31,25,11,31,42,85
1864,28,59,88,51,77,47,30,33,78,73,47,40,49,67,69,54,24,61,35,78,97,51,55,43,75,97,76,60,72,69,62,39,43,87
1865,41,52,61,61,47,49,43,53,52,54,62,49,44,61,58,49,46,47,62,47,52,52,39,64,52,60,49,42,64,52,52,57,50,67
1866,38,26,64,85,38,32,61,40,24,63,71,34,34,59,65,92,53,16,76,38,68,41,15,71,57,71,46,37,76,37,29,64,58,61
1867,31,73,69,66,77,42,46,58,67,63,62,55,55,68,75,41,60,68,49,73,64,53,68,53,41,71,85,46,75,81,64,74,63,80
1868,29,67,53,78,52,42,30,68,60,67,78,49,44,69,73,72,38,56,75,42,47,51,53,72,49,47,51,59,80,79,43,69,70,58
1869,75,11,55,71,31,30,90,42,3,33,57,37,40,36,40,93,60,4,49,29,48,41,7,40,47,56,54,12,35,18,24,49,50,46
1870,51,49,76,53,59,51,61,38,63,53,44,51,52,51,50,39,50,42,34,57,75,55,47,32,52,72,57,49,44,63,35,57,39,82
1871,73,51,82,68,43,53,62,55,42,37,71,68,52,43,35,55,70,48,60,45,83,62,48,41,34,82,47,42,38,32,64,71,49,69
1872,59,74,66,44,58,68,45,43,44,44,54,78,61,48,39,19,52,91,59,58,77,59,87,53,66,87,50,28,44,65,87,64,26,59
1873,59,60,80,51,53,64,52,50,58,53,51,48,56,53,51,37,64,58,36,54,85,61,60,36,41,85,41,48,44,56,67,59,43,72
1874,52,49,69,75,63,41,55,50,53,49,86,83,51,55,54,91,55,61,73,67,81,60,40,58,55,66,62,58,46,49,40,75,51,52
1875,65,52,72,66,39,52,63,61,31,42,69,66,50,47,41,52,70,43,71,39,75,57,54,52,22,63,47,33,44,48,55,67,49,29
1876,71,53,78,51,53,52,54,59,59,43,57,69,62,50,35,36,74,64,46,52,65,58,62,21,32,49,60,46,41,62,56,69,52,51
1877,36,48,56,50,67,56,42,26,59,63,40,25,46,58,61,39,28,54,38,71,66,48,44,39,60,66,77,50,57,72,50,43,51,76
1878,57,42,54,62,53,53,52,60,47,52,57,63,55,39,39,54,60,34,48,55,48,49,36,37,41,42,57,35,47,45,39,58,45,39
1879,32,73,74,77,72,34,36,67,68,64,75,56,50,66,62,70,55,75,66,75,74,61,70,77,43,74,64,58,67,72,73,83,64,68
1880,66,43,48,59,36,54,69,64,29,45,61,42,47,45,46,70,69,41,54,36,33,47,33,45,39,37,42,38,40,42,44,63,52,31
1881,23,88,84,74,76,58,18,80,70,79,87,90,53,80,81,51,50,90,72,79,88,71,82,54,34,91,72,50,80,91,83,89,52,56
1882,42,59,62,56,61,53,43,52,47,61,55,27,51,65,64,42,48,61,48,56,65,56,64,49,46,71,59,48,60,67,61,57,49,63
1883,74,47,70,71,58,48,62,63,68,42,63,59,54,42,38,74,67,46,50,61,74,60,34,50,28,87,58,65,36,37,56,65,61,67
1884,58,61,87,54,72,62,53,38,80,49,55,46,57,51,40,34,58,68,45,81,90,63,62,39,50,97,79,58,37,56,79,65,41,68
1885,38,51,57,61,57,58,46,40,66,63,64,72,46,56,55,43,34,41,53,58,61,50,37,42,66,56,54,50,62,65,39,59,39,74
1886,36,62,68,59,47,52,40,48,56,58,63,41,51,63,58,40,47,65,52,42,72,53,67,49,44,66,55,48,65,73,58,69,45,55
1887,11,84,79,85,78,36,15,72,70,89,88,62,52,87,85,69,49,90,91,72,70,66,79,81,37,88,82,63,91,92,81,91,64,89
1888,81,43,69,58,30,56,72,49,39,25,57,63,51,35,20,66,63,33,35,34,72,49,31,39,57,67,42,35,20,34,44,55,39,71
1889,40,63,73,64,45,58,42,59,44,62,65,57,47,63,64,46,48,58,53,41,78,57,56,50,33,84,50,41,66,64,59,70,50,78
1890,51,32,63,43,34,53,64,37,32,45,39,38,44,46,43,42,48,33,45,35,67,41,31,39,59,66,47,33,48,43,39,39,37,52
1891,78,34,70,38,35,49,78,41,35,29,31,41,54,38,27,38,65,36,20,40,76,46,36,25,45,70,52,35,25,33,45,31,36,63
1892,33,25,45,32,73,34,60,7,49,65,15,18,49,44,61,28,33,21,16,66,58,32,30,27,85,53,78,50,57,65,9,16,43,73
1893,28,58,74,70,68,39,39,54,67,73,76,60,57,66,69,60,53,60,57,66,73,52,57,51,54,79,73,62,66,78,53,77,44,80
1894,33,47,57,66,64,31,47,49,58,60,66,43,44,57,61,72,42,37,59,63,57,50,29,57,56,63,67,48,68,47,41,56,62,47
1895,71,33,63,55,41,47,76,43,31,41,44,40,47,43,36,69,58,31,38,46,61,41,26,37,69,57,47,37,38,32,33,43,45,43
1896,86,29,71,35,46,62,86,48,48,22,29,38,54,32,20,23,67,25,24,57,75,48,37,20,36,61,61,51,16,29,36,37,45,59
1897,65,33,63,56,34,47,73,53,31,37,46,41,47,48,41,61,74,34,31,28,64,51,32,28,29,68,36,37,35,41,43,51,44,60
1898,54,50,72,57,57,65,66,51,58,51,55,64,58,45,49,45,65,48,33,64,74,54,47,41,55,63,60,57,37,61,48,57,32,58
1899,60,64,76,67,75,52,59,47,77,59,67,50,65,59,51,61,74,62,55,81,78,63,64,50,36,69,72,65,44,69,57,67,63,76
1900,71,42,62,85,37,38,75,68,26,39,74,51,43,37,29,92,77,25,83,49,57,54,23,70,28,53,46,37,47,15,37,81,60,48
1901,57,38,65,51,47,53,58,44,48,41,45,30,48,44,44,63,49,29,36,45,72,46,28,37,48,75,56,49,43,37,41,45,46,69
1902,83,72,83,51,41,56,56,61,48,34,65,84,61,43,29,40,62,70,33,39,92,61,70,25,36,81,47,36,24,46,73,61,38,64
1903,42,70,83,58,50,65,36,72,48,67,68,77,52,68,66,47,50,70,38,49,87,65,59,45,49,91,52,32,58,81,68,68,41,65
1904,56,38,73,86,36,54,48,40,47,60,88,72,45,49,48,88,55,28,72,37,85,58,13,62,64,89,32,33,52,37,41,69,41,76
1905,58,68,81,68,64,67,54,74,63,59,69,52,51,57,54,52,72,77,63,65,75,60,72,49,54,65,44,41,45,70,72,83,42,41
1906,49,62,78,79,40,53,49,68,39,59,78,64,41,60,51,74,55,62,82,38,82,60,59,75,46,80,32,32,58,53,65,79,50,73
1907,57,51,66,67,56,49,60,56,45,49,65,45,53,51,48,58,66,52,50,57,62,53,49,43,47,67,65,44,47,54,53,69,55,61
1908,46,67,66,86,72,36,42,73,72,66,90,59,56,64,63,83,73,65,84,73,69,63,57,72,34,66,71,71,61,61,58,89,61,66
1909,58,59,73,51,56,73,48,45,62,49,59,56,53,52,49,43,56,59,40,53,74,57,68,46,55,71,41,48,44,60,75,58,36,57
1910,40,52,72,72,72,47,39,50,69,57,73,68,60,64,63,60,58,59,62,74,78,59,47,50,57,79,73,66,55,71,51,66,56,75
1911,27,63,81,70,74,49,33,55,78,76,71,49,50,75,84,49,44,60,44,71,84,62,53,46,36,85,73,63,66,88,56,63,48,97
1912,72,25,72,73,29,64,74,58,28,31,72,40,40,41,33,59,74,21,71,30,60,51,21,60,36,63,30,27,43,23,36,75,53,51
1913,51,62,71,72,76,42,47,76,69,59,72,51,58,61,65,60,77,62,44,78,69,62,57,41,20,77,76,66,56,67,53,73,62,59
1914,55,32,67,75,38,48,73,47,41,41,78,65,48,42,38,76,56,24,82,40,77,50,22,79,61,85,49,46,53,33,33,64,44,50
1915,49,43,58,68,85,34,59,61,71,63,54,60,59,50,58,61,69,33,28,88,46,53,40,29,45,63,88,64,54,64,32,54,60,52
1916,26,71,78,72,82,38,33,65,82,76,71,52,57,75,80,58,57,76,57,79,84,62,69,58,31,82,82,73,66,82,66,75,57,83
1917,39,48,71,66,73,38,55,42,78,64,69,64,61,59,53,69,55,48,61,79,86,59,48,69,60,89,76,75,54,61,48,56,59,84
1918,59,48,70,63,48,54,68,55,46,50,65,64,53,51,43,48,67,45,68,53,72,51,49,58,38,75,54,31,43,55,59,62,43,46
1919,61,68,87,39,45,76,45,64,55,43,46,77,60,57,44,20,50,76,29,49,99,61,73,32,45,91,41,36,35,65,73,58,25,62
1920,44,41,65,66,60,43,48,35,62,61,51,31,50,60,62,61,45,37,61,56,72,55,37,55,46,77,55,60,59,62,34,46,60,59
1921,73,54,51,33,35,80,58,38,43,26,31,30,48,46,31,39,45,54,38,42,48,51,42,23,53,54,49,37,29,42,48,41,41,55
1922,37,68,48,30,79,51,28,56,77,58,31,41,61,55,57,28,40,75,1,77,49,53,81,11,43,67,76,78,43,76,72,42,48,57
1923,78,62,67,49,47,49,63,66,36,46,51,78,63,40,34,26,67,67,16,54,78,56,67,15,44,66,66,33,30,47,73,65,32,46
1924,89,14,54,74,47,66,84,52,52,25,78,66,49,28,23,93,80,7,36,53,58,50,5,31,56,79,43,45,25,10,21,65,45,46
1925,92,27,50,55,78,38,81,25,91,31,53,52,64,26,21,41,50,10,16,88,45,46,31,21,61,57,92,92,7,48,17,42,60,90
1926,69,58,79,72,61,35,61,79,61,47,66,73,61,53,43,72,77,52,51,63,82,63,57,40,30,80,69,60,41,54,56,71,64,76
1927,73,59,57,55,57,51,53,61,63,40,58,58,62,47,36,58,63,65,46,60,52,58,62,49,33,51,53,58,27,44,59,66,54,47
1928,50,54,76,40,68,74,39,39,74,52,50,55,50,54,57,7,39,63,44,73,86,57,66,38,57,82,66,55,47,72,67,57,38,77
1929,51,44,71,86,61,52,62,41,51,55,83,70,46,47,46,84,53,26,74,68,74,54,26,58,50,82,67,51,51,50,37,75,49,90
1930,48,67,74,67,41,62,42,69,42,58,68,54,55,60,52,56,64,68,53,38,77,59,66,48,27,83,43,38,55,61,76,75,42,67
1931,15,76,82,73,86,39,12,73,84,82,83,77,57,76,80,65,48,79,58,90,88,69,67,51,32,94,93,67,78,92,65,82,57,85
1932,72,55,75,71,57,41,68,71,61,39,56,58,61,46,42,63,72,43,37,62,73,56,43,29,29,70,66,49,39,42,54,61,56,59
1933,62,49,58,22,17,87,64,26,38,35,23,60,48,44,36,14,38,46,13,23,74,45,44,16,77,72,22,36,20,53,49,31,11,84
1934,54,56,81,73,83,47,44,59,88,55,71,66,59,62,61,67,58,54,39,84,93,69,51,41,29,97,81,69,44,78,51,57,63,89
1935,39,53,48,29,54,62,47,35,68,59,18,11,47,57,61,14,34,57,14,50,65,46,62,22,58,68,41,50,51,72,60,35,38,83
1936,66,50,61,61,50,54,56,58,33,44,51,57,50,43,37,50,67,60,37,51,59,54,46,39,43,59,59,32,37,40,61,61,40,50
1937,66,54,90,58,75,59,57,49,70,42,65,70,62,50,37,23,59,57,45,75,99,63,51,32,49,96,78,52,30,69,55,68,38,82
1938,69,46,64,66,55,49,64,62,57,37,54,63,56,36,38,63,61,40,48,62,71,58,35,43,40,72,59,51,42,33,48,53,52,54
1939,84,48,73,54,48,65,59,34,69,29,51,50,59,39,27,47,55,37,56,55,79,52,31,47,36,75,62,50,27,32,53,45,45,76
1940,57,36,66,74,51,53,62,28,62,48,76,56,41,46,39,91,42,29,83,55,69,51,21,73,68,79,50,47,54,37,32,69,49,74
1941,64,46,61,58,70,41,64,43,71,46,52,51,61,43,40,60,58,43,38,71,60,53,42,33,52,72,74,66,32,48,49,59,51,62
1942,63,76,55,46,13,87,35,63,23,41,44,51,46,39,28,37,46,79,38,12,55,53,76,38,30,58,15,9,48,43,87,58,29,29
1943,56,25,61,55,86,29,73,32,90,57,56,54,53,50,58,85,53,25,39,96,69,47,9,38,90,63,91,91,38,52,20,45,55,73
1944,52,47,79,87,67,37,54,65,77,59,89,73,54,46,44,93,50,17,79,64,83,57,31,68,38,89,77,74,54,43,39,81,72,82
1945,50,48,65,67,45,61,53,66,45,53,74,61,46,59,51,53,51,56,51,43,72,54,50,47,61,80,38,38,52,58,51,67,41,63
1946,94,75,80,50,28,81,61,79,38,23,52,61,65,35,20,29,83,70,36,29,75,60,74,24,17,76,24,28,21,32,82,76,29,55
1947,59,43,70,61,37,64,68,49,38,43,62,46,42,38,40,51,68,36,62,43,78,46,32,43,61,72,34,30,50,31,62,70,37,34
1948,71,54,81,63,43,60,59,44,56,35,65,75,55,43,33,41,55,45,60,48,93,60,51,42,37,82,47,53,37,31,68,72,41,66
1949,57,50,49,78,77,35,63,63,72,55,73,68,60,48,55,92,72,39,55,84,48,54,45,38,31,58,84,79,42,58,47,77,78,70
1950,44,57,84,56,65,43,43,40,46,68,51,42,55,51,53,59,38,48,38,57,83,53,48,39,58,88,83,54,52,65,58,57,42,84
1951,46,62,85,72,55,58,47,63,36,61,62,49,45,61,65,62,55,57,71,55,79,64,45,59,48,91,58,41,55,59,59,75,48,65
1952,93,38,93,56,31,53,79,58,36,22,58,71,52,28,19,71,71,34,33,38,96,55,30,28,43,89,49,27,13,17,47,39,41,73
1953,52,44,56,73,66,42,56,39,62,47,65,61,48,54,49,56,41,48,74,69,67,50,44,58,58,79,76,59,59,57,47,71,61,78
1954,60,43,51,43,70,45,66,43,64,41,31,37,59,45,42,34,53,39,23,79,57,49,43,27,39,54,81,60,43,52,44,37,58,71
1955,50,76,86,75,41,75,42,68,53,60,75,88,44,58,52,66,71,78,68,37,91,65,67,53,48,86,21,34,55,67,73,81,35,65
1956,46,40,80,73,43,39,69,44,40,53,65,37,50,51,52,74,70,30,56,44,89,52,25,47,54,82,63,49,52,44,36,59,39,74
1957,89,20,61,61,68,27,82,47,73,25,43,59,57,26,19,87,61,14,29,81,60,46,8,23,52,65,85,87,14,17,29,41,63,67
1958,61,36,74,66,52,49,73,44,43,45,54,35,49,48,41,67,55,26,43,59,79,49,27,36,57,82,67,47,36,41,41,53,54,78
1959,67,55,78,58,42,74,48,73,38,42,61,67,52,52,40,40,64,68,26,35,77,55,61,28,40,71,33,26,36,50,61,63,37,54
1960,25,93,92,78,62,74,17,71,58,82,82,87,51,70,74,69,58,92,82,63,92,67,85,71,44,87,46,47,83,86,95,88,38,67
1961,40,46,72,60,66,51,56,45,53,61,47,32,47,61,64,69,52,34,41,68,84,53,36,35,58,80,66,54,52,60,42,51,49,83
1962,30,40,80,42,68,61,38,16,70,64,29,37,40,59,65,46,22,36,29,74,92,45,26,35,99,97,71,58,58,58,39,22,36,92
1963,47,32,68,53,68,38,81,14,53,56,45,28,50,51,63,64,56,21,29,65,83,47,29,41,48,64,72,61,46,57,29,34,56,73
1964,64,30,46,59,29,56,68,38,25,32,66,58,43,33,33,59,47,20,62,29,47,45,30,50,52,44,30,26,36,27,40,54,49,28
1965,57,46,65,76,39,54,65,58,35,48,66,35,48,51,48,66,71,39,68,44,66,51,31,59,31,68,48,50,50,43,38,69,50,57
1966,52,54,61,63,30,74,48,43,39,45,59,40,41,53,50,38,56,54,59,32,55,53,46,48,42,59,33,39,55,45,67,60,41,70
1967,64,40,62,55,33,66,61,39,33,41,53,60,45,40,29,45,43,30,48,36,76,44,29,41,77,68,52,35,37,45,45,47,38,61
1968,89,63,71,42,24,63,64,43,44,26,45,50,58,45,24,42,75,65,20,23,77,60,58,17,37,67,32,34,14,46,61,53,32,74
